DAY,HOUR,DUQ,DUQ per Customer
8/1/2013,100,1575.7,2.7120
8/1/2013,200,1539.2,2.6492
8/1/2013,300,1490.2,2.5649
8/1/2013,400,1472.5,2.5344
8/1/2013,500,1482.4,2.5514
8/1/2013,600,1558.5,2.6824
8/1/2013,700,1678.3,2.8886
8/1/2013,800,1740.8,2.9961
8/1/2013,900,1831.8,3.1528
8/1/2013,1000,1910.9,3.2889
8/1/2013,1100,1975.1,3.3994
8/1/2013,1200,2048.9,3.5264
8/1/2013,1300,2107.4,3.6270
8/1/2013,1400,2162.6,3.7220
8/1/2013,1500,2207.5,3.7993
8/1/2013,1600,2232.7,3.8427
8/1/2013,1700,2265.1,3.8984
8/1/2013,1800,2269.7,3.9063
8/1/2013,1900,2220.3,3.8213
8/1/2013,2000,2141.5,3.6856
8/1/2013,2100,2095.8,3.6070
8/1/2013,2200,2046.5,3.5221
8/1/2013,2300,1928.6,3.3192
8/1/2013,2400,1781.9,3.0667
8/2/2013,100,1642.8,2.8273
8/2/2013,200,1560.9,2.6863
8/2/2013,300,1482.7,2.5518
8/2/2013,400,1440.4,2.4789
8/2/2013,500,1451.2,2.4975
8/2/2013,600,1473.9,2.5366
8/2/2013,700,1584.3,2.7266
8/2/2013,800,1663.6,2.8630
8/2/2013,900,1758.6,3.0265
8/2/2013,1000,1866.2,3.2117
8/2/2013,1100,1957.6,3.3690
8/2/2013,1200,2002.2,3.4457
8/2/2013,1300,2030,3.4935
8/2/2013,1400,2081.5,3.5822
8/2/2013,1500,2068.7,3.5601
8/2/2013,1600,2059.9,3.5450
8/2/2013,1700,2041.7,3.5136
8/2/2013,1800,1944.4,3.3462
8/2/2013,1900,1900.5,3.2706
8/2/2013,2000,1850.6,3.1847
8/2/2013,2100,1841.1,3.1684
8/2/2013,2200,1841.7,3.1694
8/2/2013,2300,1762.3,3.0327
8/2/2013,2400,1669.7,2.8734
8/3/2013,100,1564.3,2.6920
8/3/2013,200,1512.2,2.6023
8/3/2013,300,1453,2.5004
8/3/2013,400,1425.9,2.4538
8/3/2013,500,1421.3,2.4459
8/3/2013,600,1433.1,2.4662
8/3/2013,700,1460.8,2.5138
8/3/2013,800,1474.2,2.5369
8/3/2013,900,1539.6,2.6494
8/3/2013,1000,1605.7,2.7631
8/3/2013,1100,1677.1,2.8860
8/3/2013,1200,1714.2,2.9498
8/3/2013,1300,1776.5,3.0570
8/3/2013,1400,1823.3,3.1376
8/3/2013,1500,1854.7,3.1916
8/3/2013,1600,1901.2,3.2716
8/3/2013,1700,1929.6,3.3204
8/3/2013,1800,1913.8,3.2932
8/3/2013,1900,1867.7,3.2139
8/3/2013,2000,1808.9,3.1127
8/3/2013,2100,1753.9,3.0181
8/3/2013,2200,1734.2,2.9841
8/3/2013,2300,1626.5,2.7988
8/3/2013,2400,1543,2.6551
8/4/2013,100,1446.5,2.4891
8/4/2013,200,1375.4,2.3667
8/4/2013,300,1326.6,2.2827
8/4/2013,400,1279.2,2.2012
8/4/2013,500,1256.3,2.1617
8/4/2013,600,1274.4,2.1929
8/4/2013,700,1281.4,2.2049
8/4/2013,800,1290.2,2.2201
8/4/2013,900,1344.5,2.3135
8/4/2013,1000,1436.6,2.4719
8/4/2013,1100,1506.1,2.5915
8/4/2013,1200,1571.6,2.7042
8/4/2013,1300,1612.2,2.7741
8/4/2013,1400,1647.6,2.8350
8/4/2013,1500,1659.9,2.8561
8/4/2013,1600,1689.7,2.9074
8/4/2013,1700,1734.8,2.9850
8/4/2013,1800,1751.4,3.0135
8/4/2013,1900,1723.6,2.9657
8/4/2013,2000,1686.6,2.9020
8/4/2013,2100,1666.3,2.8671
8/4/2013,2200,1693.2,2.9134
8/4/2013,2300,1635.3,2.8137
8/4/2013,2400,1527.9,2.6289
8/5/2013,100,1433.9,2.4672
8/5/2013,200,1377.7,2.3705
8/5/2013,300,1352.4,2.3269
8/5/2013,400,1341.6,2.3083
8/5/2013,500,1355.6,2.3324
8/5/2013,600,1407.7,2.4220
8/5/2013,700,1505.6,2.5905
8/5/2013,800,1585.5,2.7279
8/5/2013,900,1684,2.8974
8/5/2013,1000,1757.8,3.0244
8/5/2013,1100,1804.7,3.1051
8/5/2013,1200,1899.4,3.2680
8/5/2013,1300,1918.3,3.3005
8/5/2013,1400,1938.2,3.3347
8/5/2013,1500,1958,3.3688
8/5/2013,1600,1997,3.4359
8/5/2013,1700,1961.2,3.3743
8/5/2013,1800,1909.4,3.2851
8/5/2013,1900,1872,3.2208
8/5/2013,2000,1842,3.1691
8/5/2013,2100,1850.4,3.1836
8/5/2013,2200,1841.8,3.1688
8/5/2013,2300,1731.4,2.9788
8/5/2013,2400,1605.7,2.7626
8/6/2013,100,1485.2,2.5552
8/6/2013,200,1417.3,2.4384
8/6/2013,300,1387,2.3863
8/6/2013,400,1354.5,2.3303
8/6/2013,500,1366.3,2.3506
8/6/2013,600,1445,2.4860
8/6/2013,700,1535,2.6409
8/6/2013,800,1596.2,2.7461
8/6/2013,900,1692.9,2.9125
8/6/2013,1000,1783,3.0675
8/6/2013,1100,1865.7,3.2098
8/6/2013,1200,1942.6,3.3420
8/6/2013,1300,2026.3,3.4860
8/6/2013,1400,2051.8,3.5299
8/6/2013,1500,2123.3,3.6529
8/6/2013,1600,2151,3.7005
8/6/2013,1700,2176.2,3.7439
8/6/2013,1800,2181.8,3.7535
8/6/2013,1900,2147.2,3.6939
8/6/2013,2000,2093.2,3.6010
8/6/2013,2100,2054.1,3.5338
8/6/2013,2200,1976.7,3.4006
8/6/2013,2300,1886.7,3.2457
8/6/2013,2400,1701,2.9263
8/7/2013,100,1554.3,2.6739
8/7/2013,200,1480.9,2.5476
8/7/2013,300,1437.1,2.4723
8/7/2013,400,1408,2.4222
8/7/2013,500,1400.1,2.4086
8/7/2013,600,1493.2,2.5687
8/7/2013,700,1562.2,2.6874
8/7/2013,800,1653.2,2.8440
8/7/2013,900,1746.5,3.0045
8/7/2013,1000,1857.6,3.1956
8/7/2013,1100,1973.3,3.3946
8/7/2013,1200,2009.6,3.4570
8/7/2013,1300,2097.6,3.6084
8/7/2013,1400,2209.6,3.8010
8/7/2013,1500,2299.9,3.9564
8/7/2013,1600,2367.5,4.0726
8/7/2013,1700,2355.7,4.0523
8/7/2013,1800,2276.2,3.9156
8/7/2013,1900,2157.1,3.7107
8/7/2013,2000,2084.3,3.5854
8/7/2013,2100,2058.2,3.5405
8/7/2013,2200,2030.7,3.4932
8/7/2013,2300,1886.3,3.2448
8/7/2013,2400,1770.3,3.0452
8/8/2013,100,1656.6,2.8496
8/8/2013,200,1577.3,2.7132
8/8/2013,300,1538,2.6456
8/8/2013,400,1514.2,2.6047
8/8/2013,500,1506.5,2.5914
8/8/2013,600,1573.8,2.7072
8/8/2013,700,1685.4,2.8991
8/8/2013,800,1769.7,3.0441
8/8/2013,900,1862.1,3.2031
8/8/2013,1000,2006.7,3.4518
8/8/2013,1100,2113.7,3.6358
8/8/2013,1200,2205.7,3.7940
8/8/2013,1300,2303.6,3.9624
8/8/2013,1400,2393.3,4.1167
8/8/2013,1500,2497.7,4.2963
8/8/2013,1600,2562.2,4.4072
8/8/2013,1700,2583.5,4.4438
8/8/2013,1800,2583.9,4.4445
8/8/2013,1900,2513.7,4.3237
8/8/2013,2000,2432,4.1832
8/8/2013,2100,2396.6,4.1223
8/8/2013,2200,2306.8,3.9678
8/8/2013,2300,2164.8,3.7236
8/8/2013,2400,1990.1,3.4231
8/9/2013,100,1858.4,3.1965
8/9/2013,200,1751.8,3.0131
8/9/2013,300,1724.7,2.9665
8/9/2013,400,1703.3,2.9297
8/9/2013,500,1716.4,2.9522
8/9/2013,600,1775.3,3.0535
8/9/2013,700,1880.2,3.2339
8/9/2013,800,1956.2,3.3646
8/9/2013,900,2047.8,3.5222
8/9/2013,1000,2125.7,3.6562
8/9/2013,1100,2195,3.7753
8/9/2013,1200,2252.8,3.8747
8/9/2013,1300,2229.9,3.8353
8/9/2013,1400,2260.3,3.8876
8/9/2013,1500,2242.9,3.8577
8/9/2013,1600,2201.5,3.7865
8/9/2013,1700,2224.4,3.8258
8/9/2013,1800,2210.2,3.8014
8/9/2013,1900,2146.4,3.6917
8/9/2013,2000,2052.3,3.5298
8/9/2013,2100,2001.5,3.4424
8/9/2013,2200,1937.5,3.3323
8/9/2013,2300,1823.8,3.1368
8/9/2013,2400,1698.3,2.9209
8/10/2013,100,1544.6,2.6565
8/10/2013,200,1468.8,2.5262
8/10/2013,300,1404.8,2.4161
8/10/2013,400,1359.7,2.3385
8/10/2013,500,1367,2.3511
8/10/2013,600,1396.3,2.4014
8/10/2013,700,1423.5,2.4482
8/10/2013,800,1464.2,2.5182
8/10/2013,900,1571.6,2.7029
8/10/2013,1000,1680.1,2.8895
8/10/2013,1100,1790.7,3.0797
8/10/2013,1200,1878.3,3.2304
8/10/2013,1300,1952.5,3.3579
8/10/2013,1400,2026.6,3.4854
8/10/2013,1500,2050.9,3.5272
8/10/2013,1600,2090.8,3.5958
8/10/2013,1700,2066.4,3.5538
8/10/2013,1800,2079.6,3.5765
8/10/2013,1900,2047.4,3.5211
8/10/2013,2000,1976.6,3.3993
8/10/2013,2100,1937.8,3.3326
8/10/2013,2200,1907.1,3.2798
8/10/2013,2300,1831.4,3.1496
8/10/2013,2400,1715.5,2.9502
8/11/2013,100,1581.3,2.7194
8/11/2013,200,1505.8,2.5896
8/11/2013,300,1441.8,2.4795
8/11/2013,400,1390,2.3904
8/11/2013,500,1361,2.3405
8/11/2013,600,1346.3,2.3153
8/11/2013,700,1346.4,2.3154
8/11/2013,800,1366.2,2.3495
8/11/2013,900,1433.7,2.4655
8/11/2013,1000,1533.2,2.6366
8/11/2013,1100,1627.6,2.7990
8/11/2013,1200,1722.8,2.9627
8/11/2013,1300,1806.4,3.1064
8/11/2013,1400,1914.7,3.2927
8/11/2013,1500,1990.9,3.4237
8/11/2013,1600,2067.9,3.5561
8/11/2013,1700,2119.6,3.6450
8/11/2013,1800,2123.1,3.6510
8/11/2013,1900,2046.6,3.5194
8/11/2013,2000,2011.5,3.4591
8/11/2013,2100,2020.5,3.4745
8/11/2013,2200,2014,3.4633
8/11/2013,2300,1930.6,3.3199
8/11/2013,2400,1803.7,3.1017
8/12/2013,100,1694.9,2.9146
8/12/2013,200,1585.9,2.7271
8/12/2013,300,1560.1,2.6827
8/12/2013,400,1520.7,2.6150
8/12/2013,500,1529.7,2.6304
8/12/2013,600,1583.5,2.7230
8/12/2013,700,1671.6,2.8744
8/12/2013,800,1756.1,3.0197
8/12/2013,900,1876.1,3.2261
8/12/2013,1000,1955.2,3.3621
8/12/2013,1100,2106.8,3.6227
8/12/2013,1200,2196,3.7761
8/12/2013,1300,2263.9,3.8929
8/12/2013,1400,2369.7,4.0748
8/12/2013,1500,2408.1,4.1408
8/12/2013,1600,2447.1,4.2078
8/12/2013,1700,2471.1,4.2491
8/12/2013,1800,2465.3,4.2391
8/12/2013,1900,2418.6,4.1588
8/12/2013,2000,2345.5,4.0331
8/12/2013,2100,2317,3.9841
8/12/2013,2200,2262.6,3.8905
8/12/2013,2300,2088.3,3.5908
8/12/2013,2400,1906.9,3.2789
8/13/2013,100,1775.9,3.0536
8/13/2013,200,1689.3,2.9047
8/13/2013,300,1619.9,2.7853
8/13/2013,400,1606.5,2.7623
8/13/2013,500,1613.3,2.7740
8/13/2013,600,1672.3,2.8754
8/13/2013,700,1784.8,3.0688
8/13/2013,800,1834.2,3.1538
8/13/2013,900,1899.4,3.2659
8/13/2013,1000,2014.8,3.4643
8/13/2013,1100,2077,3.5712
8/13/2013,1200,2142,3.6830
8/13/2013,1300,2201.8,3.7858
8/13/2013,1400,2234.8,3.8425
8/13/2013,1500,2233.8,3.8408
8/13/2013,1600,2238.5,3.8488
8/13/2013,1700,2273.4,3.9088
8/13/2013,1800,2197,3.7774
8/13/2013,1900,2056.8,3.5364
8/13/2013,2000,1929.8,3.3180
8/13/2013,2100,1893,3.2547
8/13/2013,2200,1838.2,3.1605
8/13/2013,2300,1690.7,2.9069
8/13/2013,2400,1548.9,2.6631
8/14/2013,100,1442,2.4793
8/14/2013,200,1388,2.3864
8/14/2013,300,1369,2.3537
8/14/2013,400,1350.5,2.3219
8/14/2013,500,1339.7,2.3033
8/14/2013,600,1399.1,2.4055
8/14/2013,700,1486.8,2.5562
8/14/2013,800,1554.9,2.6733
8/14/2013,900,1623.8,2.7918
8/14/2013,1000,1689.7,2.9051
8/14/2013,1100,1732.1,2.9779
8/14/2013,1200,1747.7,3.0047
8/14/2013,1300,1762,3.0293
8/14/2013,1400,1764.3,3.0333
8/14/2013,1500,1760.5,3.0267
8/14/2013,1600,1768.5,3.0405
8/14/2013,1700,1815,3.1204
8/14/2013,1800,1784.9,3.0686
8/14/2013,1900,1764.7,3.0339
8/14/2013,2000,1704.4,2.9302
8/14/2013,2100,1733.2,2.9797
8/14/2013,2200,1704.2,2.9299
8/14/2013,2300,1607.3,2.7633
8/14/2013,2400,1463.8,2.5165
8/15/2013,100,1393.2,2.3952
8/15/2013,200,1351.5,2.3235
8/15/2013,300,1318.2,2.2662
8/15/2013,400,1313.4,2.2580
8/15/2013,500,1311.9,2.2554
8/15/2013,600,1372.7,2.3599
8/15/2013,700,1451.9,2.4960
8/15/2013,800,1513.1,2.6012
8/15/2013,900,1599.4,2.7496
8/15/2013,1000,1696.5,2.9165
8/15/2013,1100,1733.5,2.9801
8/15/2013,1200,1779.3,3.0588
8/15/2013,1300,1820.4,3.1295
8/15/2013,1400,1852.4,3.1845
8/15/2013,1500,1855.2,3.1893
8/15/2013,1600,1854,3.1872
8/15/2013,1700,1894.6,3.2570
8/15/2013,1800,1891.7,3.2520
8/15/2013,1900,1857,3.1923
8/15/2013,2000,1817,3.1235
8/15/2013,2100,1791.8,3.0802
8/15/2013,2200,1760.8,3.0269
8/15/2013,2300,1649.4,2.8354
8/15/2013,2400,1537.8,2.6435
8/16/2013,100,1435,2.4668
8/16/2013,200,1380.5,2.3731
8/16/2013,300,1330.3,2.2868
8/16/2013,400,1321.3,2.2713
8/16/2013,500,1344.2,2.3107
8/16/2013,600,1398.9,2.4047
8/16/2013,700,1492.2,2.5651
8/16/2013,800,1549,2.6627
8/16/2013,900,1643.7,2.8255
8/16/2013,1000,1735.4,2.9831
8/16/2013,1100,1785.8,3.0698
8/16/2013,1200,1841.2,3.1650
8/16/2013,1300,1907.1,3.2782
8/16/2013,1400,1939.4,3.3338
8/16/2013,1500,1964.4,3.3767
8/16/2013,1600,2005.3,3.4470
8/16/2013,1700,2011,3.4568
8/16/2013,1800,1975.4,3.3956
8/16/2013,1900,1914.3,3.2906
8/16/2013,2000,1840.5,3.1637
8/16/2013,2100,1809.8,3.1109
8/16/2013,2200,1748.3,3.0052
8/16/2013,2300,1639.6,2.8183
8/16/2013,2400,1518.9,2.6108
8/17/2013,100,1440.4,2.4759
8/17/2013,200,1368.5,2.3523
8/17/2013,300,1334,2.2930
8/17/2013,400,1313.7,2.2581
8/17/2013,500,1294.9,2.2258
8/17/2013,600,1312.3,2.2557
8/17/2013,700,1330.5,2.2869
8/17/2013,800,1359.7,2.3371
8/17/2013,900,1444.3,2.4825
8/17/2013,1000,1554,2.6711
8/17/2013,1100,1636.9,2.8136
8/17/2013,1200,1691.9,2.9081
8/17/2013,1300,1743.9,2.9975
8/17/2013,1400,1781.6,3.0623
8/17/2013,1500,1817,3.1231
8/17/2013,1600,1834.2,3.1526
8/17/2013,1700,1834.2,3.1526
8/17/2013,1800,1817.9,3.1246
8/17/2013,1900,1773.3,3.0479
8/17/2013,2000,1730.3,2.9740
8/17/2013,2100,1750.8,3.0092
8/17/2013,2200,1715.9,2.9492
8/17/2013,2300,1638.6,2.8164
8/17/2013,2400,1522.8,2.6173
8/18/2013,100,1439.4,2.4740
8/18/2013,200,1389.2,2.3877
8/18/2013,300,1337,2.2980
8/18/2013,400,1312,2.2550
8/18/2013,500,1319,2.2670
8/18/2013,600,1318.8,2.2667
8/18/2013,700,1322.5,2.2730
8/18/2013,800,1342.2,2.3069
8/18/2013,900,1396.4,2.4000
8/18/2013,1000,1459.6,2.5086
8/18/2013,1100,1541.9,2.6501
8/18/2013,1200,1592.8,2.7375
8/18/2013,1300,1638.8,2.8166
8/18/2013,1400,1675.5,2.8796
8/18/2013,1500,1704.7,2.9298
8/18/2013,1600,1715.9,2.9491
8/18/2013,1700,1709.7,2.9384
8/18/2013,1800,1728.3,2.9704
8/18/2013,1900,1719,2.9544
8/18/2013,2000,1725.1,2.9648
8/18/2013,2100,1768.6,3.0396
8/18/2013,2200,1755.8,3.0176
8/18/2013,2300,1659.8,2.8526
8/18/2013,2400,1550.5,2.6647
8/19/2013,100,1463.2,2.5147
8/19/2013,200,1424.2,2.4476
8/19/2013,300,1386.3,2.3825
8/19/2013,400,1382.2,2.3754
8/19/2013,500,1400.8,2.4074
8/19/2013,600,1497.2,2.5731
8/19/2013,700,1608.7,2.7647
8/19/2013,800,1697.9,2.9180
8/19/2013,900,1780.8,3.0604
8/19/2013,1000,1833.9,3.1517
8/19/2013,1100,1894.1,3.2551
8/19/2013,1200,1958.4,3.3656
8/19/2013,1300,1970.7,3.3867
8/19/2013,1400,2017.2,3.4666
8/19/2013,1500,2068.9,3.5555
8/19/2013,1600,2109.4,3.6251
8/19/2013,1700,2154.4,3.7024
8/19/2013,1800,2167.1,3.7242
8/19/2013,1900,2115,3.6346
8/19/2013,2000,2051.3,3.5252
8/19/2013,2100,2013.3,3.4598
8/19/2013,2200,1943.5,3.3399
8/19/2013,2300,1806.8,3.1050
8/19/2013,2400,1640.2,2.8186
8/20/2013,100,1510.5,2.5958
8/20/2013,200,1416.2,2.4337
8/20/2013,300,1364,2.3440
8/20/2013,400,1355.7,2.3297
8/20/2013,500,1360.8,2.3385
8/20/2013,600,1405.4,2.4151
8/20/2013,700,1502.1,2.5813
8/20/2013,800,1585.3,2.7242
8/20/2013,900,1684.2,2.8942
8/20/2013,1000,1808.2,3.1072
8/20/2013,1100,1927.4,3.3121
8/20/2013,1200,2017.5,3.4669
8/20/2013,1300,2076,3.5674
8/20/2013,1400,2170.7,3.7301
8/20/2013,1500,2244.1,3.8562
8/20/2013,1600,2256.7,3.8779
8/20/2013,1700,2278.7,3.9157
8/20/2013,1800,2263.9,3.8902
8/20/2013,1900,2212.9,3.8026
8/20/2013,2000,2131.1,3.6620
8/20/2013,2100,2115.8,3.6357
8/20/2013,2200,2038.4,3.5027
8/20/2013,2300,1883.2,3.2360
8/20/2013,2400,1725.4,2.9648
8/21/2013,100,1590.9,2.7337
8/21/2013,200,1486.2,2.5538
8/21/2013,300,1445.1,2.4831
8/21/2013,400,1424.2,2.4472
8/21/2013,500,1412.6,2.4273
8/21/2013,600,1473.9,2.5326
8/21/2013,700,1584.3,2.7223
8/21/2013,800,1667.3,2.8649
8/21/2013,900,1769.3,3.0402
8/21/2013,1000,1879.4,3.2293
